lens_id,company,year,title,abstract,cpc_climate_codes,n_climate_codes,abstract_clean,topic
043-312-155-439-927,Microsoft,2019,"Stacked, rolled-electrode battery cell with y-axis bending","Stacked, rolled-electrode battery cell with y-axis bending. A rolled-electrode battery cell includes multiple, stacked electrode rolls that are stacked along a stacking axis. Each of the electrode rolls has its electrode tabs bonded to an end of the electrodes, so that the electrode tabs extend from the ends of the electrodes along the winding direction of the electrodes. The stacked electrode rolls are bent around respective bending axes that are parallel to their winding axes, and perpendicular to the stacking axis and the winding direction of the electrodes",Y02E60/10; Y02P70/50,2,"Stacked, rolled-electrode battery cell with y-axis bending. A rolled-electrode battery cell includes multiple, stacked electrode rolls that are stacked along a stacking axis. Each of the electrode rolls has its electrode tabs bonded to an end of the electrodes, so that the electrode tabs extend from the ends of the electrodes along the winding direction of the electrodes. The stacked electrode rolls are bent around respective bending axes that are parallel to their winding axes, and perpendicular to the stacking axis and the winding direction of the electrodes",2
045-141-137-296-933,Microsoft,2019,Coalescing periodic timer expiration in guest operating systems in a virtualized environment,Coalescing periodic timer expiration in guest operating systems in a virtualized environment. Techniques are disclosed for coalescing timer ticks generated by timers used to service guest operating systems executing in virtual machines. By coalescing timer ticks a logical processor can enter a low power mode thereby reducing power consumed by the system,Y02D10/00; Y02D10/00,2,Coalescing periodic timer expiration in guest operating systems in a virtualized environment. Techniques are disclosed for coalescing timer ticks generated by timers used to service guest operating systems executing in virtual machines. By coalescing timer ticks a logical processor can enter a low power mode reducing power consumed by the system,20
125-029-163-433-575,Microsoft,2018,SYSTEM UPGRADE MANAGEMENT IN DISTRIBUTED COMPUTING SYSTEMS,"SYSTEM UPGRADE MANAGEMENT IN DISTRIBUTED COMPUTING SYSTEMS. Embodiments of system upgrade management in a cloud computing system are disclosed therein. In one embodiment, a computing device is configured to transmit, to a server in the cloud computing system, data representing an available upgrade applicable to a component of the server on which a virtual machine is executed to provide a corresponding cloud computing service to a tenant. The computing device is also configured to receive, from the server, a message containing a preferred time by the tenant to apply the available upgrade to the component of the server and in response to receiving the message, determine a time for applying the available upgrade to the component of the server in view of the preferred time by the tenant included in the received message and instruct the server to apply the upgrade to the component of the server according to the determined time",Y04S40/00,1,"SYSTEM UPGRADE MANAGEMENT IN DISTRIBUTED COMPUTING SYSTEMS. Embodiments of system upgrade management in a cloud computing system are disclosed . , a computing device is transmit, to a server in the cloud computing system, data representing an available upgrade applicable to a component of the server on which a virtual machine is executed to provide a corresponding cloud computing service to a tenant. The computing device is also receive, from the server, a message containing a preferred time by the tenant to apply the available upgrade to the component of the server and in response to receiving the message, determine a time for applying the available upgrade to the component of the server in view of the preferred time by the tenant included in the received message and instruct the server to apply the upgrade to the component of the server according to the determined time",20
189-050-516-656-191,Microsoft,2019,Laser diode chip on printed circuit board,Laser diode chip on printed circuit board. A light source module comprising a semiconductor light source mounted directly to a conducting trace of a multilayer printed circuit board having a core comprising a plurality of core layers electrically and thermally coupled by a plurality of buried vias wherein at least one of the core layers comprises a heat sink plane,Y02P70/50; Y02P70/50,2,Laser diode chip on printed circuit board. A light source module a semiconductor light source mounted directly to a conducting trace of a multilayer printed circuit board having a core core layers electrically and thermally coupled by buried vias the core layers a heat sink plane,-1
033-722-056-837-638,Microsoft,2017,Patterning of OLED display stacks,"Patterning of OLED display stacks. A display includes a substrate, a plurality of planar emission structures supported by the substrate, an encapsulation layer extending across the plurality of planar emission structures to encapsulate the plurality of planar emission structures, and an optical component layer supported by the substrate. The optical component layer extends across the plurality of planar emission structures. The optical component layer is positioned relative to the plurality of planar emission structures such that light emitted by the plurality of planar emission structures encounters the optical component layer. The optical component layer includes a plurality of discontinuities. Each discontinuity of the plurality of discontinuities is laterally positioned between a respective pair of adjacent planar emission structures of the plurality of planar emission structures",Y02E10/549,1,"Patterning of OLED display stacks. A display includes a substrate, planar emission structures supported by the substrate, an encapsulation layer extending across planar emission structures to encapsulate planar emission structures, and an optical component layer supported by the substrate. The optical component layer extends across planar emission structures. The optical component layer is positioned relative to planar emission structures such that light emitted by planar emission structures encounters the optical component layer. The optical component layer includes discontinuities. Each discontinuity of discontinuities is laterally positioned between a respective pair of adjacent planar emission structures of planar emission structures",14
005-828-499-683-295,Microsoft,2015,Power management of a mobile communications device,"Power management of a mobile communications device. A user interface for power management of a mobile communications device is described. In an implementation, power consumption used in performance of a plurality of tasks is monitored by a mobile communications device. A determination is made as to an amount of power that remains in a battery of the mobile communications device. A user interface is displayed on a display device of the mobile communications device that describes an amount of time each of the plurality of tasks may be performed based on the determined amount of power that remains in the battery",Y02D30/70; Y02D30/70,2,"Power management of a mobile communications device. A user interface for power management of a mobile communications device is described. In an implementation, power consumption used in performance of tasks is monitored by a mobile communications device. A determination is made as to an amount of power that remains in a battery of the mobile communications device. A user interface is displayed on a display device of the mobile communications device that describes an amount of time each of tasks performed based on the determined amount of power that remains in the battery",1
135-206-641-194-626,Microsoft,2019,Battery performance monitoring,"Battery performance monitoring. In an embodiment, a device comprises a controller configured to create a load pulse for a battery, measure battery voltage concurrently with the load pulse, measure battery current concurrently with the load pulse, calculate a battery resistance from the measured battery voltage and current and based on the battery resistance, calculate a maximum allowable current extractable from the battery, wherein the maximum allowable current is determined such that a voltage across the battery does not drop below a pre-specified threshold voltage when the maximum allowable current is drawn from the battery",Y02E60/10,1,"Battery performance monitoring. In an embodiment, a device a controller create a load pulse for a battery, measure battery voltage concurrently with the load pulse, measure battery current concurrently with the load pulse, calculate a battery resistance from the measured battery voltage and current and based on the battery resistance, calculate a maximum allowable current extractable from the battery, the maximum allowable current is determined such that a voltage across the battery does not drop below a pre-specified threshold voltage when the maximum allowable current is drawn from the battery",8
096-259-242-726-556,Microsoft,2016,Adaptive data synchronization,"Adaptive data synchronization. In one embodiment, an application module 114 may adjust a synchronization scheme 306 based on the operational state of a computing device 110. An operating system 112 may determine an operational state for a computing device 110. The operating system 112 may assign a synchronization allotment 304 to the application module 114 based on the operational state. A synchronization engine 116 of the application module 114 may implement a synchronization scheme 306 based on the synchronization allotment 304",Y02D10/00; Y02D10/00,2,"Adaptive data synchronization. , an application module 114 may adjust a synchronization scheme 306 based on the operational state of a computing device 110. An operating system 112 may determine an operational state for a computing device 110. The operating system 112 may assign a synchronization allotment 304 to the application module 114 based on the operational state. A synchronization engine 116 of the application module 114 may implement a synchronization scheme 306 based on the synchronization allotment 304",-1
037-924-926-738-395,Microsoft,2017,Process migration in data center networks,"Process migration in data center networks. There is provided a method and system for process migration in a data center network. The method includes selecting processes to be migrated from a number of overloaded servers within a data center network based on an overload status of each overloaded server. Additionally, the method includes selecting, for each selected process, one of a number of underloaded servers to which to migrate the selected process based on an underload status of each underloaded server, and based on a parameter of a network component by which the selected process is to be migrated. The method also includes migrating each selected process to the selected underloaded server such that a migration finishes within a specified budget",Y02D10/00; Y02D10/00,2,"Process migration in data center networks. There is provided a for process migration in a data center network. selecting processes to be migrated from a number of overloaded servers within a data center network based on an overload status of each overloaded server. Additionally, selecting, for each selected process, one of a number of underloaded servers to which to migrate the selected process based on an underload status of each underloaded server, and based on a parameter of a network component by which the selected process is to be migrated. The method also includes migrating each selected process to the selected underloaded server such that a migration finishes within a specified budget",25
193-659-848-830-808,Microsoft,2017,Automated charging,"Automated charging. An automated charging device detects a presence of a power-consuming device. The automated charging device may determine whether the power-consuming device is in need of recharging by determining a status of a power level of the power-consuming device. In response to determining that the power-consuming device is due for recharging, the automated charging device may direct a wireless power source to the power-consuming device without user intervention and/or instruction. The automated charging device may detect a location of the power-consuming device and use the detected location to appropriately direct the wireless power source to the power-consuming device",Y02T10/70; Y02T10/7072; Y02T10/72; Y02T90/12; Y02T90/14; Y02T90/16; Y02T90/167; Y04S30/14; Y02T10/70; Y02T10/7072; Y02T10/72; Y02T90/12; Y02T90/14; Y02T90/16; Y02T90/167; Y04S30/14,16,"Automated charging. An automated charging device detects a presence of a power-consuming device. The automated charging device may determine whether the power-consuming device is in need of recharging by determining a status of a power level of the power-consuming device. In response to determining that the power-consuming device is due for recharging, the automated charging device may direct a wireless power source to the power-consuming device without user intervention and/or instruction. The automated charging device may detect a location of the power-consuming device and use the detected location to appropriately direct the wireless power source to the power-consuming device",13
018-680-849-079-017,Microsoft,2019,EXTERNALLY-COOLED BATTERY HOUSING,"EXTERNALLY-COOLED BATTERY HOUSING. A system includes a battery, a thermally-conductive element in thermal communication with the battery, a housing defining an internal volume, the internal volume including the battery and a first end of the thermally-conductive element, and a heat dissipation unit disposed outside of the internal volume, where a second end of the thermally-conductive element is disposed outside of the internal volume and is in thermal communication with the heat dissipation unit",Y02E60/10,1,"EXTERNALLY-COOLED BATTERY HOUSING. A system includes a battery, a thermally-conductive element in thermal communication with the battery, a housing defining an internal volume, the internal volume including the battery and a first end of the thermally-conductive element, and a heat dissipation unit disposed outside of the internal volume, where a second end of the thermally-conductive element is disposed outside of the internal volume and is in thermal communication with the heat dissipation unit",2
173-967-806-653-179,Microsoft,2016,Power efficient application notification system,"Power efficient application notification system. Applications on a computing device provide notifications associated with the application to a notification system. A notification includes an identification of content to be presented for the notification and an indication of when the content is to be presented. The notification system presents the notification content at the appropriate time regardless of whether the application is executing and without resuming execution of the application if the application is not running. Various power efficiency techniques are also used to determine which notifications are presented and when a user interface is updated to reflect those notifications in order to avoid updating the user interface to reflect notifications that would not be observable (e.g., due to a power mode of the computing device)",Y02D10/00; Y02D30/70; Y02D10/00,3,"Power efficient application notification system. Applications on a computing device provide notifications associated with the application to a notification system. A notification includes an identification of content to be presented for the notification and an indication of when the content is to be presented. The notification system presents the notification content at the appropriate time regardless of whether the application is executing and without resuming execution of the application if the application is not running. Various power efficiency techniques are also used to determine which notifications are presented and when a user interface is updated to reflect those notifications in order to avoid updating the user interface to reflect notifications that would not be observable (e.g., due to a power mode of the computing device)",1
014-685-527-781-281,Microsoft,2015,Power and load management based on contextual information,"Power and load management based on contextual information. A power context system is described herein that makes decisions related to device power usage based on factors such as location, load, available alternatives, cost of power, and cost of bandwidth. The system incorporates contextual knowledge about the situation in which a device is being used. Using the context of location, devices can make smarter decisions about deciding which processes to migrate to the cloud, load balancing between applications, and switching to power saving modes depending on how far the user is from a power source. As the cloud becomes more frequently used, load balancing by utilizing distributed data warehouses to move processes to different locations in the world depending on factors such as accessibility, locales, and cost of electricity are considerations for power management. Power management of mobile devices is becoming important as integration with the cloud yields expectations of devices being able to reliably access and persist data",Y02D10/00; Y02D30/70; Y02D10/00; Y02D30/70,4,"Power and load management based on contextual information. A power context system is that makes decisions related to device power usage based on factors such as location, load, available alternatives, cost of power, and cost of bandwidth. The system incorporates contextual knowledge about the situation in which a device is being used. Using the context of location, devices can make smarter decisions about deciding which processes to migrate to the cloud, load balancing between applications, and switching to power saving modes depending on how far the user is from a power source. As the cloud becomes more frequently used, load balancing by utilizing distributed data warehouses to move processes to different locations in the world depending on factors such as accessibility, locales, and cost of electricity are considerations for power management. Power management of mobile devices is becoming important as integration with the cloud yields expectations of devices being able to reliably access and persist data",1
015-399-002-463-554,Microsoft,2015,Method and system for ensuring reliability of cache data and metadata subsequent to a reboot,"Method and system for ensuring reliability of cache data and metadata subsequent to a reboot. To ensure that the contents of a non-volatile memory device cache may be relied upon as accurately reflecting data stored on disk storage, it may be determined whether the cache contents and/or disk contents are modified during a power transition, causing cache contents to no longer accurately reflect data stored in disk storage. The cache device may be removable from the computer, and unexpected removal of the cache device may cause cache contents to no longer accurately reflect data stored in disk storage. Cache metadata may be managed during normal operations and across power transitions, ensuring that cache metadata may be efficiently accessed and reliably saved and restored across power transitions. A state of a log used by a file system may be determined prior to and subsequent to reboot of an operating system in order to determine whether data stored on a cache device may be reliably used",Y02D10/00; Y02D10/00,2,"for ensuring reliability of cache data and metadata subsequent to a reboot. To ensure that the contents of a non-volatile memory device cache relied upon as accurately reflecting data stored on disk storage, it determined whether the cache contents and/or disk contents are modified during a power transition, causing cache contents to no longer accurately reflect data stored in disk storage. The cache device removable from the computer, and unexpected removal of the cache device may cause cache contents to no longer accurately reflect data stored in disk storage. Cache metadata managed during normal operations and across power transitions, ensuring that cache metadata efficiently accessed and reliably saved and restored across power transitions. A state of a log used by a file system determined prior to and subsequent to reboot of an operating system in order to determine whether data stored on a cache device reliably used",11
067-845-302-834-592,Microsoft,2014,Power capping based on generator capacity,"Power capping based on generator capacity. A data center may use generators for backup power, where the backup generators are able to serve less than the maximal power load of the data center. The use of generators that can serve less than the maximal power load may be recognized by, and addressed by, the power policy for the data center. When utility power is lost, the power policy manager may detect that the data center is switching to generator power, and may have knowledge of the capacity of those generators. If the capacity is less than the maximal power load of the data center, the power policy manager may shed load by throttling equipment in the data center to lower power levels. The policy may specify which pieces of equipment are to be throttled. When utility power is restored, the throttling of the equipment may be removed by the power policy manager",Y02D10/00; Y02D10/00,2,"Power capping based on generator capacity. A data center may use generators for backup power, where the backup generators are able to serve less than the maximal power load of the data center. The use of generators that can serve less than the maximal power load recognized by, and addressed by, the power policy for the data center. When utility power is lost, the power policy manager may detect that the data center is switching to generator power, and may have knowledge of the capacity of those generators. If the capacity is less than the maximal power load of the data center, the power policy manager may shed load by throttling equipment in the data center to lower power levels. The policy may specify which pieces of equipment are to be throttled. When utility power is restored, the throttling of the equipment removed by the power policy manager",35
099-102-950-199-383,Microsoft,2018,Object orientation detection with a digitizer,"Object orientation detection with a digitizer. A digitizer system includes a stylus comprising a plurality of transmitters for transmitting signals, wherein each of the plurality of transmitters are distanced from one another by a defined distance, a digitizer sensor operable for sensing signals transmitted by the plurality of transmitters, and circuitry associated with the digitizer sensor for tracking a projected location on the digitizer sensor of each of the plurality of transmitters based on the signals sensed, and for tracking a geometric relationship between the projected locations",Y04S40/20,1,"Object orientation detection with a digitizer. A digitizer system includes a stylus transmitters for transmitting signals, each of transmitters are distanced from one another by a defined distance, a digitizer sensor operable for sensing signals transmitted by transmitters, and circuitry associated with the digitizer sensor for tracking a projected location on the digitizer sensor of each of transmitters based on the signals sensed, and for tracking a geometric relationship between the projected locations",1
173-199-611-759-919,Microsoft,2019,System and method for combined non-linear and late echo suppression,"System and method for combined non-linear and late echo suppression. A method, computer program product, and computer system for receiving, by a computing device, an input signal. A first power spectral density estimate may be generated for a linear reverberant component associated with the input signal. A second power spectral density estimate may be generated for a non-linear reverberant component associated with the input signal. A power spectral density estimate may be generated by combining the first power spectral density estimate for the linear reverberant component and the second power spectral density estimate for the non-linear reverberant component. One or more parameters for at least one of the linear reverberant component and the non-linear reverberant component may be updated. One or more undesired signal components in an output signal resulting from the input signal may be reduced via residual echo suppression based upon, at least in part, updating the one or more parameters",Y02D10/00,1,"for combined non-linear and late echo suppression. A method, computer program product, and computer system for receiving, by a computing device, an input signal. A first power spectral density estimate generated for a linear reverberant component associated with the input signal. A second power spectral density estimate generated for a non-linear reverberant component associated with the input signal. A power spectral density estimate generated by combining the first power spectral density estimate for the linear reverberant component and the second power spectral density estimate for the non-linear reverberant component. One or more parameters for the linear reverberant component and the non-linear reverberant component updated. One or more undesired signal components in an output signal resulting from the input signal reduced via residual echo suppression based upon, at least in part, updating the one or more parameters",15
054-364-149-809-171,Microsoft,2019,Machine learning classification on hardware accelerators with stacked memory,"Machine learning classification on hardware accelerators with stacked memory. A method is provided for processing on an acceleration component a machine learning classification model. The machine learning classification model includes a plurality of decision trees, the decision trees including a first amount of decision tree data. The acceleration component includes an acceleration component die and a memory stack disposed in an integrated circuit package. The memory die includes an acceleration component memory having a second amount of memory less than the first amount of decision tree data. The memory stack includes a memory bandwidth greater than about 50 GB/sec and a power efficiency of greater than about 20 MB/sec/mW. The method includes slicing the model into a plurality of model slices, each of the model slices having a third amount of decision tree data less than or equal to the second amount of memory, storing the plurality of model slices on the memory stack, and for each of the model slices, copying the model slice to the acceleration component memory, and processing the model slice using a set of input data on the acceleration component to produce a slice result",Y02D10/00; Y02D10/00,2,"Machine learning classification on hardware accelerators with stacked memory. A method is provided for processing on an acceleration component a machine learning classification model. The machine learning classification model includes decision trees, the decision trees including a first amount of decision tree data. The acceleration component includes an acceleration component die and a memory stack disposed in an integrated circuit package. The memory die includes an acceleration component memory having a second amount of memory less than the first amount of decision tree data. The memory stack includes a memory bandwidth greater than about 50 GB/sec and a power efficiency of greater than about 20 MB/sec/mW. slicing the model into model slices, each of the model slices having a third amount of decision tree data less than or equal to the second amount of memory, storing model slices on the memory stack, and for each of the model slices, copying the model slice to the acceleration component memory, and processing the model slice using a set of input data on the acceleration component to produce a slice result",16
018-170-428-733-789,Microsoft,2017,Energy efficient data handling for mobile devices,"Energy efficient data handling for mobile devices. The techniques described herein reduce a rate at which a mobile device consumes energy when receiving, processing and storing data events (e.g., emails, instant messages, social networking messages and notifications, etc.). In various embodiments, the techniques may be implemented in accordance with a connected standby mode of operation for the mobile device. Therefore, the techniques may decouple data reception from data processing when exchanging data events in the connected standby mode. In various embodiments, the techniques may store persistent memory operations for multiple data events in a temporary cache and process the stored persistent memory operations as a batch (e.g., perform the persistent memory operations together). In various embodiments, the techniques may partition data storage space allocated for data communications applications on the mobile device",Y02D10/00; Y02D30/70; Y02D10/00; Y02D30/70,4,"Energy efficient data handling for mobile devices. The techniques reduce a rate at which a mobile device consumes energy when receiving, processing and storing data events (e.g., emails, instant messages, social networking messages and notifications, etc.). In , the techniques implemented a connected standby mode of operation for the mobile device. Therefore, the techniques may decouple data reception from data processing when exchanging data events in the connected standby mode. In , the techniques may store persistent memory operations for multiple data events in a temporary cache and process the stored persistent memory operations as a batch (e.g., perform the persistent memory operations together). In , the techniques may partition data storage space allocated for data communications applications on the mobile device",-1
040-994-934-112-562,Microsoft,2018,Battery compartments for wearable electronic device,"Battery compartments for wearable electronic device. A battery box for a wearable computing device is disclosed. The battery box is comprised of a cover, battery, a structural housing sized to hold the battery, and a polymer rim. The battery box is enveloped in a thermoplastic elastomer molecularly bonded to the polymer rim. The polymer rim, thermoplastic elastomer, and cover of the battery box cooperatively resist fluid ingress into the battery box",Y02E60/10,1,"Battery compartments for wearable electronic device. A battery box for a wearable computing device is disclosed. The battery box is comprised of a cover, battery, a structural housing sized to hold the battery, and a polymer rim. The battery box is enveloped in a thermoplastic elastomer molecularly bonded to the polymer rim. The polymer rim, thermoplastic elastomer, and cover of the battery box cooperatively resist fluid ingress into the battery box",2
113-398-024-091-446,Microsoft,2019,Broadcast channel architectures for block-based processors,"Broadcast channel architectures for block-based processors. Apparatus and methods are disclosed for example computer processors that are based on a hybrid dataflow execution model. In particular embodiments, a processor core in a block-based processor comprises: one or more functional units configured to perform functions using one or more operands; an instruction window comprising buffers configured to store individual instructions for execution by the processor core, the instruction window including one or more operand buffers for an individual instruction configured to store operand values; a control unit configured to execute the instructions in the instruction window and control operation of the one or more functional units; and a broadcast value store comprising a plurality of buffers dedicated to storing broadcast values, each buffer of the broadcast value store being associated with a respective broadcast channel from among a plurality of available broadcast channels",Y02D10/00; Y02D10/00,2,"Broadcast channel architectures for block-based processors. are disclosed for example computer processors that are based on a hybrid dataflow execution model. In particular embodiments, a processor core in a block-based processor : one or more functional units perform functions using one or more operands; an instruction window buffers store individual instructions for execution by the processor core, the instruction window including one or more operand buffers for an individual instruction store operand values; a control unit execute the instructions in the instruction window and control operation of the one or more functional units; and a broadcast value store buffers dedicated to storing broadcast values, each buffer of the broadcast value store being associated with a respective broadcast channel from among available broadcast channels",28
117-188-923-631-995,Microsoft,2019,Transformer coupled current capping power supply topology,"Transformer coupled current capping power supply topology. Described is a technology by which magnetic flux is used to provide backup power. A transformer has a line power source controllably coupled to a first input winding, and secondary power source controllably coupled to a second input winding. A controller monitors the line power and switches to the secondary power source if the line power voltage drops too low, or uses the secondary power source to augment the line power source if the line power current gets too high. Also described is incrementally transitioning from the secondary power source back to the line power source",Y02B70/30; Y04S20/20,2,"Transformer coupled current capping power supply topology. Described is a technology by which magnetic flux is used to provide backup power. A transformer has a line power source controllably coupled to a first input winding, and secondary power source controllably coupled to a second input winding. A controller monitors the line power and switches to the secondary power source if the line power voltage drops too low, or uses the secondary power source to augment the line power source if the line power current gets too high. Also described is incrementally transitioning from the secondary power source back to the line power source",5
197-170-288-598-941,Microsoft,2019,Hollow-core rolled-electrode battery cell,"Hollow-core rolled-electrode battery cell. A flexible, jelly-roll type battery cell with a hollow core is disclosed. The battery cell includes a pair of electrodes wound together around a hollow core, a plurality of electrode tabs, each coupled to a separate one of the electrodes, and a flexible outer wrapper enclosing the pair of electrodes",Y02E60/10; Y02P70/50; Y02E60/10; Y02P70/50,4,"Hollow-core rolled-electrode battery cell. A flexible, jelly-roll type battery cell with a hollow core is disclosed. The battery cell includes a pair of electrodes wound together around a hollow core, electrode tabs, each coupled to a separate one of the electrodes, and a flexible outer wrapper enclosing the pair of electrodes",2
002-217-370-289-690,Microsoft,2019,POWER SUPPLY UNIT,POWER SUPPLY UNIT. A power supply unit includes a set of primary circuits operably coupled to a set of phase pair electrical inputs. The electrical inputs provide an input voltage via alternating current. Each primary circuit receives a phased pair electrical input of the set of phase pair electrical inputs and provides a tap output. A single transformer is operably coupled to each tap output. A single secondary circuit is operably coupled to the transformer to provide an output voltage via a direct current,Y02B70/10,1,POWER SUPPLY UNIT. A power supply unit includes a set of primary circuits operably coupled to a set of phase pair electrical inputs. The electrical inputs provide an input voltage via alternating current. Each primary circuit receives a phased pair electrical input of the set of phase pair electrical inputs and provides a tap output. A single transformer is operably coupled to each tap output. A single secondary circuit is operably coupled to the transformer to provide an output voltage via a direct current,5
029-225-853-940-126,Microsoft,2014,Ensuring predictable and quantifiable networking performance,"Ensuring predictable and quantifiable networking performance. The ensuring of predictable and quantifiable networking performance. Embodiments of the invention combine a congestion free network core with a hypervisor based (i.e., edge-based) throttling design to help insure quantitative and invariable subscription bandwidth rates. A lightweight shim layer in a hypervisor can adaptively throttle the rate of VM-to-VM traffic flow. A receiving hypervisor can detect congestion and communicate back to sending hypervisors that rates are to be regulated. In response, sending hypervisors can reduce transmission rate to mitigate congestion at the receiving hypervisor. In some embodiments, the principles are extended to any message processors communicating over a congestion free network",Y02D30/50; Y02D30/50,2,"Ensuring predictable and quantifiable networking performance. The ensuring of predictable and quantifiable networking performance. Embodiments of the invention combine a congestion free network core with a hypervisor based (i.e., edge-based) throttling design to help insure quantitative and invariable subscription bandwidth rates. A lightweight shim layer in a hypervisor can adaptively throttle the rate of VM-to-VM traffic flow. A receiving hypervisor can detect congestion and communicate back to sending hypervisors that rates are to be regulated. In response, sending hypervisors can reduce transmission rate to mitigate congestion at the receiving hypervisor. , the principles are extended to any message processors communicating over a congestion free network",10
191-215-150-602-563,Microsoft,2019,COMPOSITE TASK EXECUTION,"COMPOSITE TASK EXECUTION. A system for executing composite tasks can include a processor to detect a composite task from a user. The processor can also detect a plurality of subtasks corresponding to the composite task based on unsupervised data without a label, wherein the plurality of subtasks are identified by a top-level dialog policy. The processor can also detect a plurality of actions, wherein each action is to complete one of the subtasks, and wherein each action is identified by a low-level dialog policy corresponding to the subtasks identified by the top-level dialog policy. The processor can also update a dialog manager based on a completion of each action corresponding to the subtasks and execute instructions based on a policy identified by the dialog manager, wherein the executed instructions implement the policy with a lowest global cost corresponding to the composite task provided by the user",Y02D10/00,1,"COMPOSITE TASK EXECUTION. A system for executing composite tasks can include a processor to detect a composite task from a user. The processor can also detect subtasks corresponding to the composite task based on unsupervised data without a label, subtasks are identified by a top-level dialog policy. The processor can also detect actions, each action is to complete one of the subtasks, and each action is identified by a low-level dialog policy corresponding to the subtasks identified by the top-level dialog policy. The processor can also update a dialog manager based on a completion of each action corresponding to the subtasks and execute instructions based on a policy identified by the dialog manager, the executed instructions implement the policy with a lowest global cost corresponding to the composite task provided by the user",-1
192-573-780-426-468,Microsoft,2019,Sandboxing for multi-tenancy,"Sandboxing for multi-tenancy. Systems and methods according to various embodiments disclose a worker process manager adapted to spawn one or more worker processes on a server and to load an application on each of the worker processes. The worker process manager is adapted to isolate the one or more worker processes from each other and to control resource usage by the worker processes. A resource manager is adapted to detect applications that overuse system resources. The worker process manager is adapted to isolate worker processes and to control resource usage using one or more of the following techniques: least-privilege execution, messaging isolation, credentials isolation, data isolation, network isolation, fair share resource usage, and managed runtime security. Heuristic algorithms are used to detect applications that frequently overuse system resources that are unchargeable and that cause system unresponsiveness",Y02D10/00; Y02D10/00,2,"Sandboxing for multi-tenancy. disclose a worker process manager spawn one or more worker processes on a server and to load an application on each of the worker processes. The worker process manager is isolate the one or more worker processes from each other and to control resource usage by the worker processes. A resource manager is detect applications that overuse system resources. The worker process manager is isolate worker processes and to control resource usage using one or more of the following techniques: least-privilege execution, messaging isolation, credentials isolation, data isolation, network isolation, fair share resource usage, and managed runtime security. Heuristic algorithms are used to detect applications that frequently overuse system resources that are unchargeable and that cause system unresponsiveness",21
004-819-478-673-521,Microsoft,2019,Voltage discharge circuit,"Voltage discharge circuit. Technologies are described for an adaptable power supply that can switch between two or more output voltages. The power supply includes discharge circuitry that utilizes the secondary windings of a transformer as a discharge path when the power supply switches from a high voltage level to a low voltage level. In some embodiments, the discharge circuitry is included within a synchronous rectifier. In other embodiments, the discharge circuitry is separate from the synchronous rectifier. In still other embodiments, the power supply does not include a synchronous rectifier. Whichever embodiment is used, an output capacitor can be discharged through the secondary windings of a transformer and the transformer can store that energy for future use",Y02B70/10,1,"Voltage discharge circuit. Technologies are described for an adaptable power supply that can switch between two or more output voltages. The power supply includes discharge circuitry that utilizes the secondary windings of a transformer as a discharge path when the power supply switches from a high voltage level to a low voltage level. , the discharge circuitry is included within a synchronous rectifier. In other embodiments, the discharge circuitry is separate from the synchronous rectifier. In still other embodiments, the power supply does not include a synchronous rectifier. Whichever embodiment is used, an output capacitor discharged through the secondary windings of a transformer and the transformer can store that energy for future use",5
021-639-225-075-302,Microsoft,2019,Thermal dissipation system for wearable electronic devices,"Thermal dissipation system for wearable electronic devices. A thermal dissipation system for wearable electronic devices transfers heat away from a housing enclosing a heat source and dissipates the heat through a region of the support assembly that is noncontiguous with the housing. The support assembly may be coupled to the housing to enable the housing to be worn by a user. Various regions of the support assembly have different thermal resistances between a thermal conduit and an ambient environment. The thermal resistances may decrease as the thermal conduit becomes farther away from the heat source. The variations in thermal resistances enable modulation of relative heat flux between the various regions. For example, heat may be internally routed through the wearable electronic device to be dissipated through a surface that a user does not typically touch during operation",Y02D10/00,1,"Thermal dissipation system for wearable electronic devices. A thermal dissipation system for wearable electronic devices transfers heat away from a housing enclosing a heat source and dissipates the heat through a region of the support assembly that is noncontiguous with the housing. The support assembly coupled to the housing to enable the housing to be worn by a user. Various regions of the support assembly have different thermal resistances between a thermal conduit and an ambient environment. The thermal resistances may decrease as the thermal conduit becomes farther away from the heat source. The variations in thermal resistances enable modulation of relative heat flux between the various regions. For example, heat internally routed through the wearable electronic device to be dissipated through a surface that a user does not typically touch during operation",2
